name	descr	pvalue	qvalue
CELLULAR MONOVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0030320	CELLULAR MONOVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0030320	0.706	1
PATTERN SPECIFICATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0061004	PATTERN SPECIFICATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0061004	0.706	1
POSITIVE REGULATION OF GASTRULATION%GOBP%GO:2000543	POSITIVE REGULATION OF GASTRULATION%GOBP%GO:2000543	0.706	1
PROTEIN POLYGLUTAMYLATION%GOBP%GO:0018095	PROTEIN POLYGLUTAMYLATION%GOBP%GO:0018095	0.706	1
RENAL SYSTEM PATTERN SPECIFICATION%GOBP%GO:0072048	RENAL SYSTEM PATTERN SPECIFICATION%GOBP%GO:0072048	0.706	1
FREE UBIQUITIN CHAIN POLYMERIZATION%GOBP%GO:0010994	FREE UBIQUITIN CHAIN POLYMERIZATION%GOBP%GO:0010994	0.706	1
ISOPENTENYL DIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009240	ISOPENTENYL DIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009240	0.706	1
NEGATIVE REGULATION OF GLYCOGEN METABOLIC PROCESS%GOBP%GO:0070874	NEGATIVE REGULATION OF GLYCOGEN METABOLIC PROCESS%GOBP%GO:0070874	0.706	1
REGULATION OF INTERLEUKIN-1-MEDIATED SIGNALING PATHWAY%GOBP%GO:2000659	REGULATION OF INTERLEUKIN-1-MEDIATED SIGNALING PATHWAY%GOBP%GO:2000659	0.706	1
POSITIVE REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060316	POSITIVE REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060316	0.706	1
PROTEIN O-LINKED GLYCOSYLATION VIA THREONINE%GOBP%GO:0018243	PROTEIN O-LINKED GLYCOSYLATION VIA THREONINE%GOBP%GO:0018243	0.706	1
RESPONSE TO MANGANESE ION%GOBP%GO:0010042	RESPONSE TO MANGANESE ION%GOBP%GO:0010042	0.706	1
NEURONAL SIGNAL TRANSDUCTION%GOBP%GO:0023041	NEURONAL SIGNAL TRANSDUCTION%GOBP%GO:0023041	0.706	1
SULFIDE OXIDATION%GOBP%GO:0019418	SULFIDE OXIDATION%GOBP%GO:0019418	0.706	1
CELLULAR DIVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0072501	CELLULAR DIVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0072501	0.706	1
MITOTIC DNA REPLICATION%GOBP%GO:1902969	MITOTIC DNA REPLICATION%GOBP%GO:1902969	0.706	1
POSITIVE REGULATION OF NK T CELL ACTIVATION%GOBP%GO:0051135	POSITIVE REGULATION OF NK T CELL ACTIVATION%GOBP%GO:0051135	0.706	1
PURKINJE MYOCYTE TO VENTRICULAR CARDIAC MUSCLE CELL SIGNALING%GOBP%GO:0086029	PURKINJE MYOCYTE TO VENTRICULAR CARDIAC MUSCLE CELL SIGNALING%GOBP%GO:0086029	0.706	1
GLUCOCORTICOID BIOSYNTHETIC PROCESS%GOBP%GO:0006704	GLUCOCORTICOID BIOSYNTHETIC PROCESS%GOBP%GO:0006704	0.706	1
CELLULAR TRIVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0072502	CELLULAR TRIVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0072502	0.706	1
MITOCHONDRIAL PROTEIN CATABOLIC PROCESS%GOBP%GO:0035694	MITOCHONDRIAL PROTEIN CATABOLIC PROCESS%GOBP%GO:0035694	0.706	1
DNA REPAIR COMPLEX ASSEMBLY%GOBP%GO:0090735	DNA REPAIR COMPLEX ASSEMBLY%GOBP%GO:0090735	0.706	1
NEGATIVE REGULATION OF CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0045541	NEGATIVE REGULATION OF CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0045541	0.706	1
NEGATIVE REGULATION OF SISTER CHROMATID COHESION%GOBP%GO:0045875	NEGATIVE REGULATION OF SISTER CHROMATID COHESION%GOBP%GO:0045875	0.706	1
NEGATIVE REGULATION OF HYDROGEN PEROXIDE-MEDIATED PROGRAMMED CELL DEATH%GOBP%GO:1901299	NEGATIVE REGULATION OF HYDROGEN PEROXIDE-MEDIATED PROGRAMMED CELL DEATH%GOBP%GO:1901299	0.706	1
MYOBLAST MIGRATION%GOBP%GO:0051451	MYOBLAST MIGRATION%GOBP%GO:0051451	0.706	1
LEUKOCYTE MIGRATION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:0002523	LEUKOCYTE MIGRATION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:0002523	0.706	1
POSITIVE REGULATION OF RECEPTOR CATABOLIC PROCESS%GOBP%GO:2000646	POSITIVE REGULATION OF RECEPTOR CATABOLIC PROCESS%GOBP%GO:2000646	0.706	1
NEGATIVE REGULATION OF HYDROGEN PEROXIDE-INDUCED NEURON DEATH%GOBP%GO:1903208	NEGATIVE REGULATION OF HYDROGEN PEROXIDE-INDUCED NEURON DEATH%GOBP%GO:1903208	0.706	1
HISTIDINE METABOLIC PROCESS%GOBP%GO:0006547	HISTIDINE METABOLIC PROCESS%GOBP%GO:0006547	0.706	1
PROTEIN C-LINKED GLYCOSYLATION%GOBP%GO:0018103	PROTEIN C-LINKED GLYCOSYLATION%GOBP%GO:0018103	0.706	1
FLAVIN-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0042726	FLAVIN-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0042726	0.706	1
REGULATION OF ATRIAL CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0060372	REGULATION OF ATRIAL CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0060372	0.706	1
VIRAL TRANSCRIPTION%GOBP%GO:0019083	VIRAL TRANSCRIPTION%GOBP%GO:0019083	0.706	1
SNORNA LOCALIZATION%GOBP%GO:0048254	SNORNA LOCALIZATION%GOBP%GO:0048254	0.706	1
CRD-MEDIATED MRNA STABILIZATION%GOBP%GO:0070934	CRD-MEDIATED MRNA STABILIZATION%GOBP%GO:0070934	0.706	1
LATERAL VENTRICLE DEVELOPMENT%GOBP%GO:0021670	LATERAL VENTRICLE DEVELOPMENT%GOBP%GO:0021670	0.706	1
CARNITINE TRANSPORT%GOBP%GO:0015879	CARNITINE TRANSPORT%GOBP%GO:0015879	0.706	1
COMMISSURAL NEURON AXON GUIDANCE%GOBP%GO:0071679	COMMISSURAL NEURON AXON GUIDANCE%GOBP%GO:0071679	0.706	1
POSITIVE REGULATION OF ESTABLISHMENT OF ENDOTHELIAL BARRIER%GOBP%GO:1903142	POSITIVE REGULATION OF ESTABLISHMENT OF ENDOTHELIAL BARRIER%GOBP%GO:1903142	0.706	1
NEGATIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901029	NEGATIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901029	0.706	1
REGULATION OF MEMBRANE REPOLARIZATION DURING CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:1905031	REGULATION OF MEMBRANE REPOLARIZATION DURING CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:1905031	0.706	1
PYRIMIDINE RIBONUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0046133	PYRIMIDINE RIBONUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0046133	0.706	1
DORSAL/VENTRAL AXIS SPECIFICATION%GOBP%GO:0009950	DORSAL/VENTRAL AXIS SPECIFICATION%GOBP%GO:0009950	0.706	1
IMIDAZOLE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0052805	IMIDAZOLE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0052805	0.706	1
INNER EAR RECEPTOR CELL STEREOCILIUM ORGANIZATION%GOBP%GO:0060122	INNER EAR RECEPTOR CELL STEREOCILIUM ORGANIZATION%GOBP%GO:0060122	0.706	1
REGULATION OF TRANSFORMING GROWTH FACTOR BETA1 PRODUCTION%GOBP%GO:0032908	REGULATION OF TRANSFORMING GROWTH FACTOR BETA1 PRODUCTION%GOBP%GO:0032908	0.706	1
POSITIVE REGULATION OF FLAGELLATED SPERM MOTILITY%GOBP%GO:1902093	POSITIVE REGULATION OF FLAGELLATED SPERM MOTILITY%GOBP%GO:1902093	0.706	1
ENDOCARDIAL CELL DIFFERENTIATION%GOBP%GO:0060956	ENDOCARDIAL CELL DIFFERENTIATION%GOBP%GO:0060956	0.706	1
AMINO-ACID BETAINE BIOSYNTHETIC PROCESS%GOBP%GO:0006578	AMINO-ACID BETAINE BIOSYNTHETIC PROCESS%GOBP%GO:0006578	0.706	1
CYTOSKELETAL ANCHORING AT NUCLEAR MEMBRANE%GOBP%GO:0090286	CYTOSKELETAL ANCHORING AT NUCLEAR MEMBRANE%GOBP%GO:0090286	0.706	1
OXIDATIVE DNA DEMETHYLATION%GOBP%GO:0035511	OXIDATIVE DNA DEMETHYLATION%GOBP%GO:0035511	0.706	1
MODULATION OF AGE-RELATED BEHAVIORAL DECLINE%GOBP%GO:0090647	MODULATION OF AGE-RELATED BEHAVIORAL DECLINE%GOBP%GO:0090647	0.706	1
REGULATION OF ADENYLATE CYCLASE-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0106070	REGULATION OF ADENYLATE CYCLASE-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0106070	0.706	1
REGULATION OF HEART RATE BY CHEMICAL SIGNAL%GOBP%GO:0003062	REGULATION OF HEART RATE BY CHEMICAL SIGNAL%GOBP%GO:0003062	0.706	1
OXYGEN HOMEOSTASIS%GOBP%GO:0032364	OXYGEN HOMEOSTASIS%GOBP%GO:0032364	0.706	1
PROTEIN K29-LINKED UBIQUITINATION%GOBP%GO:0035519	PROTEIN K29-LINKED UBIQUITINATION%GOBP%GO:0035519	0.706	1
NEGATIVE REGULATION OF PROTEIN ACTIVATION CASCADE%GOBP%GO:2000258	NEGATIVE REGULATION OF PROTEIN ACTIVATION CASCADE%GOBP%GO:2000258	0.706	1
SPHINGOSINE-1-PHOSPHATE SIGNALING PATHWAY%GOBP%GO:0003376	SPHINGOSINE-1-PHOSPHATE SIGNALING PATHWAY%GOBP%GO:0003376	0.706	1
SPHINGOLIPID MEDIATED SIGNALING PATHWAY%GOBP%GO:0090520	SPHINGOLIPID MEDIATED SIGNALING PATHWAY%GOBP%GO:0090520	0.706	1
CHROMATIN SILENCING AT TELOMERE%GOBP%GO:0006348	CHROMATIN SILENCING AT TELOMERE%GOBP%GO:0006348	0.706	1
CARDIAC CONDUCTION SYSTEM DEVELOPMENT%GOBP%GO:0003161	CARDIAC CONDUCTION SYSTEM DEVELOPMENT%GOBP%GO:0003161	0.706	1
DOUBLE-STRAND BREAK REPAIR VIA SYNTHESIS-DEPENDENT STRAND ANNEALING%GOBP%GO:0045003	DOUBLE-STRAND BREAK REPAIR VIA SYNTHESIS-DEPENDENT STRAND ANNEALING%GOBP%GO:0045003	0.706	1
REGULATION OF BASEMENT MEMBRANE ORGANIZATION%GOBP%GO:0110011	REGULATION OF BASEMENT MEMBRANE ORGANIZATION%GOBP%GO:0110011	0.706	1
POSITIVE REGULATION OF PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0035360	POSITIVE REGULATION OF PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0035360	0.706	1
SPHINGOSINE BIOSYNTHETIC PROCESS%GOBP%GO:0046512	SPHINGOSINE BIOSYNTHETIC PROCESS%GOBP%GO:0046512	0.706	1
ASTROCYTE ACTIVATION%GOBP%GO:0048143	ASTROCYTE ACTIVATION%GOBP%GO:0048143	0.706	1
DNA RECOMBINASE ASSEMBLY%GOBP%GO:0000730	DNA RECOMBINASE ASSEMBLY%GOBP%GO:0000730	0.706	1
POSITIVE REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000767	POSITIVE REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000767	0.706	1
STORE-OPERATED CALCIUM ENTRY%GOBP%GO:0002115	STORE-OPERATED CALCIUM ENTRY%GOBP%GO:0002115	0.706	1
NEGATIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0010917	NEGATIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0010917	0.706	1
SULFIDE OXIDATION, USING SULFIDE:QUINONE OXIDOREDUCTASE%GOBP%GO:0070221	SULFIDE OXIDATION, USING SULFIDE:QUINONE OXIDOREDUCTASE%GOBP%GO:0070221	0.706	1
INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0035773	INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0035773	0.706	1
POSITIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS BY VEGF-ACTIVATED VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038033	POSITIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS BY VEGF-ACTIVATED VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038033	0.706	1
NEGATIVE REGULATION OF ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0045602	NEGATIVE REGULATION OF ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0045602	0.706	1
REGULATION OF CATECHOLAMINE UPTAKE INVOLVED IN SYNAPTIC TRANSMISSION%GOBP%GO:0051940	REGULATION OF CATECHOLAMINE UPTAKE INVOLVED IN SYNAPTIC TRANSMISSION%GOBP%GO:0051940	0.706	1
NEGATIVE REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE%GOBP%GO:0003085	NEGATIVE REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE%GOBP%GO:0003085	0.706	1
ALDITOL PHOSPHATE METABOLIC PROCESS%GOBP%GO:0052646	ALDITOL PHOSPHATE METABOLIC PROCESS%GOBP%GO:0052646	0.706	1
POSITIVE REGULATION OF ENDOTHELIAL CELL DEVELOPMENT%GOBP%GO:1901552	POSITIVE REGULATION OF ENDOTHELIAL CELL DEVELOPMENT%GOBP%GO:1901552	0.706	1
POSITIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000630	POSITIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000630	0.706	1
STRAND INVASION%GOBP%GO:0042148	STRAND INVASION%GOBP%GO:0042148	0.706	1
POSITIVE REGULATION OF ACROSOME REACTION%GOBP%GO:2000344	POSITIVE REGULATION OF ACROSOME REACTION%GOBP%GO:2000344	0.706	1
POSITIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY INVOLVED IN G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0031659	POSITIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY INVOLVED IN G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0031659	0.706	1
RESPONSE TO DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0072402	RESPONSE TO DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0072402	0.706	1
DETECTION OF LIGHT STIMULUS INVOLVED IN SENSORY PERCEPTION%GOBP%GO:0050962	DETECTION OF LIGHT STIMULUS INVOLVED IN SENSORY PERCEPTION%GOBP%GO:0050962	0.706	1
POSITIVE REGULATION OF DNA LIGATION%GOBP%GO:0051106	POSITIVE REGULATION OF DNA LIGATION%GOBP%GO:0051106	0.706	1
PERICARDIUM MORPHOGENESIS%GOBP%GO:0003344	PERICARDIUM MORPHOGENESIS%GOBP%GO:0003344	0.706	1
REGULATION OF NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070424	REGULATION OF NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070424	0.706	1
SALIVARY GLAND MORPHOGENESIS%GOBP%GO:0007435	SALIVARY GLAND MORPHOGENESIS%GOBP%GO:0007435	0.706	1
CEREBELLAR GRANULAR LAYER DEVELOPMENT%GOBP%GO:0021681	CEREBELLAR GRANULAR LAYER DEVELOPMENT%GOBP%GO:0021681	0.706	1
TELOMERIC D-LOOP DISASSEMBLY%GOBP%GO:0061820	TELOMERIC D-LOOP DISASSEMBLY%GOBP%GO:0061820	0.706	1
POSITIVE REGULATION OF ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY, PLUS-END-DIRECTED%GOBP%GO:2000582	POSITIVE REGULATION OF ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY, PLUS-END-DIRECTED%GOBP%GO:2000582	0.706	1
POSITIVE REGULATION OF PROTEIN POLYUBIQUITINATION%GOBP%GO:1902916	POSITIVE REGULATION OF PROTEIN POLYUBIQUITINATION%GOBP%GO:1902916	0.706	1
REGULATION OF LOW-DENSITY LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010988	REGULATION OF LOW-DENSITY LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010988	0.706	1
POSITIVE REGULATION OF OXIDATIVE PHOSPHORYLATION%GOBP%GO:1903862	POSITIVE REGULATION OF OXIDATIVE PHOSPHORYLATION%GOBP%GO:1903862	0.706	1
ROUNDABOUT SIGNALING PATHWAY%GOBP%GO:0035385	ROUNDABOUT SIGNALING PATHWAY%GOBP%GO:0035385	0.706	1
LONG TERM SYNAPTIC DEPRESSION%GOBP%GO:0060292	LONG TERM SYNAPTIC DEPRESSION%GOBP%GO:0060292	0.706	1
FERRIC IRON IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098706	FERRIC IRON IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098706	0.706	1
ISOPENTENYL DIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0046490	ISOPENTENYL DIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0046490	0.706	1
CARNITINE BIOSYNTHETIC PROCESS%GOBP%GO:0045329	CARNITINE BIOSYNTHETIC PROCESS%GOBP%GO:0045329	0.706	1
REGULATION OF ANDROGEN RECEPTOR ACTIVITY%GOBP%GO:2000823	REGULATION OF ANDROGEN RECEPTOR ACTIVITY%GOBP%GO:2000823	0.706	1
POSITIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0010918	POSITIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0010918	0.706	1
POSITIVE REGULATION OF TRIGLYCERIDE LIPASE ACTIVITY%GOBP%GO:0061365	POSITIVE REGULATION OF TRIGLYCERIDE LIPASE ACTIVITY%GOBP%GO:0061365	0.706	1
TRNA THIO-MODIFICATION%GOBP%GO:0034227	TRNA THIO-MODIFICATION%GOBP%GO:0034227	0.706	1
REGULATION OF T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL%GOBP%GO:2001188	REGULATION OF T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL%GOBP%GO:2001188	0.706	1
NEGATIVE REGULATION OF INTERLEUKIN-6 SECRETION%GOBP%GO:1900165	NEGATIVE REGULATION OF INTERLEUKIN-6 SECRETION%GOBP%GO:1900165	0.706	1
REGULATION OF HYDROGEN PEROXIDE-INDUCED NEURON DEATH%GOBP%GO:1903207	REGULATION OF HYDROGEN PEROXIDE-INDUCED NEURON DEATH%GOBP%GO:1903207	0.706	1
SULFUR AMINO ACID TRANSPORT%GOBP%GO:0000101	SULFUR AMINO ACID TRANSPORT%GOBP%GO:0000101	0.706	1
BROWN FAT CELL DIFFERENTIATION%GOBP%GO:0050873	BROWN FAT CELL DIFFERENTIATION%GOBP%GO:0050873	0.706	1
POSITIVE REGULATION OF NEUROTRANSMITTER UPTAKE%GOBP%GO:0051582	POSITIVE REGULATION OF NEUROTRANSMITTER UPTAKE%GOBP%GO:0051582	0.706	1
POSITIVE REGULATION OF TRIGLYCERIDE CATABOLIC PROCESS%GOBP%GO:0010898	POSITIVE REGULATION OF TRIGLYCERIDE CATABOLIC PROCESS%GOBP%GO:0010898	0.706	1
REGULATION OF MDA-5 SIGNALING PATHWAY%GOBP%GO:0039533	REGULATION OF MDA-5 SIGNALING PATHWAY%GOBP%GO:0039533	0.706	1
POSITIVE REGULATION OF AUTOPHAGOSOME MATURATION%GOBP%GO:1901098	POSITIVE REGULATION OF AUTOPHAGOSOME MATURATION%GOBP%GO:1901098	0.706	1
REGULATION OF CARDIOBLAST DIFFERENTIATION%GOBP%GO:0051890	REGULATION OF CARDIOBLAST DIFFERENTIATION%GOBP%GO:0051890	0.706	1
NEGATIVE REGULATION OF LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010985	NEGATIVE REGULATION OF LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010985	0.706	1
DETECTION OF LIGHT STIMULUS INVOLVED IN VISUAL PERCEPTION%GOBP%GO:0050908	DETECTION OF LIGHT STIMULUS INVOLVED IN VISUAL PERCEPTION%GOBP%GO:0050908	0.706	1
PROTEIN K27-LINKED UBIQUITINATION%GOBP%GO:0044314	PROTEIN K27-LINKED UBIQUITINATION%GOBP%GO:0044314	0.706	1
POSITIVE REGULATION OF BASEMENT MEMBRANE ASSEMBLY INVOLVED IN EMBRYONIC BODY MORPHOGENESIS%GOBP%GO:1904261	POSITIVE REGULATION OF BASEMENT MEMBRANE ASSEMBLY INVOLVED IN EMBRYONIC BODY MORPHOGENESIS%GOBP%GO:1904261	0.706	1
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA PRODUCTION%GOBP%GO:0071635	NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA PRODUCTION%GOBP%GO:0071635	0.706	1
REGULATION OF PRO-B CELL DIFFERENTIATION%GOBP%GO:2000973	REGULATION OF PRO-B CELL DIFFERENTIATION%GOBP%GO:2000973	0.706	1
PROTEIN C-LINKED GLYCOSYLATION VIA TRYPTOPHAN%GOBP%GO:0018317	PROTEIN C-LINKED GLYCOSYLATION VIA TRYPTOPHAN%GOBP%GO:0018317	0.706	1
RESPONSE TO UV-A%GOBP%GO:0070141	RESPONSE TO UV-A%GOBP%GO:0070141	0.706	1
PULMONARY ARTERY MORPHOGENESIS%GOBP%GO:0061156	PULMONARY ARTERY MORPHOGENESIS%GOBP%GO:0061156	0.706	1
FAT-SOLUBLE VITAMIN CATABOLIC PROCESS%GOBP%GO:0042363	FAT-SOLUBLE VITAMIN CATABOLIC PROCESS%GOBP%GO:0042363	0.706	1
NEGATIVE REGULATION OF HEART RATE%GOBP%GO:0010459	NEGATIVE REGULATION OF HEART RATE%GOBP%GO:0010459	0.706	1
DNA PROTECTION%GOBP%GO:0042262	DNA PROTECTION%GOBP%GO:0042262	0.706	1
REGULATION OF ACROSOME REACTION%GOBP%GO:0060046	REGULATION OF ACROSOME REACTION%GOBP%GO:0060046	0.706	1
REGULATION OF BASEMENT MEMBRANE ASSEMBLY INVOLVED IN EMBRYONIC BODY MORPHOGENESIS%GOBP%GO:1904259	REGULATION OF BASEMENT MEMBRANE ASSEMBLY INVOLVED IN EMBRYONIC BODY MORPHOGENESIS%GOBP%GO:1904259	0.706	1
FEMALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007143	FEMALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007143	0.706	1
PLASMA MEMBRANE RAFT ASSEMBLY%GOBP%GO:0044854	PLASMA MEMBRANE RAFT ASSEMBLY%GOBP%GO:0044854	0.706	1
PHENYLALANYL-TRNA AMINOACYLATION%GOBP%GO:0006432	PHENYLALANYL-TRNA AMINOACYLATION%GOBP%GO:0006432	0.706	1
SALIVARY GLAND DEVELOPMENT%GOBP%GO:0007431	SALIVARY GLAND DEVELOPMENT%GOBP%GO:0007431	0.706	1
NUCLEAR RETENTION OF PRE-MRNA AT THE SITE OF TRANSCRIPTION%GOBP%GO:0071033	NUCLEAR RETENTION OF PRE-MRNA AT THE SITE OF TRANSCRIPTION%GOBP%GO:0071033	0.706	1
NEGATIVE REGULATION OF STRIATED MUSCLE CONTRACTION%GOBP%GO:0045988	NEGATIVE REGULATION OF STRIATED MUSCLE CONTRACTION%GOBP%GO:0045988	0.706	1
AMP METABOLIC PROCESS%GOBP%GO:0046033	AMP METABOLIC PROCESS%GOBP%GO:0046033	0.706	1
RESPONSE TO CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0072396	RESPONSE TO CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0072396	0.706	1
PROTEIN O-LINKED FUCOSYLATION%GOBP%GO:0036066	PROTEIN O-LINKED FUCOSYLATION%GOBP%GO:0036066	0.706	1
IMIDAZOLE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0052803	IMIDAZOLE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0052803	0.706	1
INOSITOL PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0032958	INOSITOL PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0032958	0.706	1
SIALYLATION%GOBP%GO:0097503	SIALYLATION%GOBP%GO:0097503	0.706	1
STRIATED MUSCLE ADAPTATION%GOBP%GO:0014888	STRIATED MUSCLE ADAPTATION%GOBP%GO:0014888	0.706	1
VISUAL LEARNING%GOBP%GO:0008542	VISUAL LEARNING%GOBP%GO:0008542	0.706	1
FRUCTOSE 6-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0006002	FRUCTOSE 6-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0006002	0.706	1
CELLULAR RESPONSE TO MURAMYL DIPEPTIDE%GOBP%GO:0071225	CELLULAR RESPONSE TO MURAMYL DIPEPTIDE%GOBP%GO:0071225	0.706	1
NEGATIVE REGULATION OF AMYLOID PRECURSOR PROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0042985	NEGATIVE REGULATION OF AMYLOID PRECURSOR PROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0042985	0.706	1
NEGATIVE REGULATION OF GLYCOGEN BIOSYNTHETIC PROCESS%GOBP%GO:0045719	NEGATIVE REGULATION OF GLYCOGEN BIOSYNTHETIC PROCESS%GOBP%GO:0045719	0.706	1
POSITIVE REGULATION OF TRANSLATION IN RESPONSE TO STRESS%GOBP%GO:0032056	POSITIVE REGULATION OF TRANSLATION IN RESPONSE TO STRESS%GOBP%GO:0032056	0.706	1
NEGATIVE REGULATION OF DNA ENDOREDUPLICATION%GOBP%GO:0032876	NEGATIVE REGULATION OF DNA ENDOREDUPLICATION%GOBP%GO:0032876	0.706	1
REGULATION OF INTERFERON-GAMMA SECRETION%GOBP%GO:1902713	REGULATION OF INTERFERON-GAMMA SECRETION%GOBP%GO:1902713	0.706	1
